inferiorparietal 10
inferiorparietal 11
inferiorparietal 12
inferiorparietal 13
inferiorparietal 14
inferiorparietal 15
inferiorparietal 16
inferiorparietal 17
inferiorparietal 18
inferiorparietal 19
inferiorparietal 20
inferiorparietal 21
inferiorparietal 22
inferiorparietal 23
inferiorparietal 24
inferiorparietal 25
inferiorparietal 26
inferiorparietal 27
inferiorparietal 28
precuneus 1
precuneus 2
precuneus 3
precuneus 4
precuneus 5
precuneus 6
precuneus 7
precuneus 8
precuneus 9
precuneus 10
precuneus 11
precuneus 12
precuneus 13
precuneus 14
precuneus 15
precuneus 16
precuneus 17
precuneus 18
precuneus 19
precuneus 20
precuneus 21
precuneus 22
precuneus 23
cuneus 1
cuneus 2
cuneus 3
cuneus 4
cuneus 5
cuneus 6
cuneus 7
cuneus 8
cuneus 9
cuneus 10
pericalcarine 1
pericalcarine 2
pericalcarine 3
pericalcarine 4
pericalcarine 5
pericalcarine 6
pericalcarine 7
pericalcarine 8
pericalcarine 9
pericalcarine 10
lateraloccipital 1
lateraloccipital 2
lateraloccipital 3
lateraloccipital 4
lateraloccipital 5
lateraloccipital 6
lateraloccipital 7
lateraloccipital 8
lateraloccipital 9
lateraloccipital 10
lateraloccipital 11
lateraloccipital 12
lateraloccipital 13
lateraloccipital 14
lateraloccipital 15
lateraloccipital 16
lateraloccipital 17
lateraloccipital 18
lateraloccipital 19
lingual 1
lingual 2
lingual 3
lingual 4
lingual 5
lingual 6
lingual 7
lingual 8
lingual 9
lingual 10
lingual 11
lingual 12
lingual 13
lingual 14
lingual 15
lingual 16
lingual 17
fusiform 1
fusiform 2
fusiform 3
fusiform 4
fusiform 5
fusiform 6
fusiform 7
fusiform 8
fusiform 9
fusiform 10
fusiform 11
fusiform 12
fusiform 13
fusiform 14
fusiform 15
fusiform 16
fusiform 17
fusiform 18
fusiform 19
fusiform 20
fusiform 21
fusiform 22
parahippocampal 1
parahippocampal 2
parahippocampal 3
parahippocampal 4
parahippocampal 5
parahippocampal 6
entorhinal 1
entorhinal 2
temporalpole 1
temporalpole 2
temporalpole 3
inferiortemporal 1
inferiortemporal 2
inferiortemporal 3
inferiortemporal 4
inferiortemporal 5
inferiortemporal 6
inferiortemporal 7
inferiortemporal 8
inferiortemporal 9
inferiortemporal 10
inferiortemporal 11
inferiortemporal 12
inferiortemporal 13
inferiortemporal 14
inferiortemporal 15
inferiortemporal 16
inferiortemporal 17
inferiortemporal 18
inferiortemporal 19
middletemporal 1
middletemporal 2
middletemporal 3
middletemporal 4
middletemporal 5
middletemporal 6
middletemporal 7
middletemporal 8
middletemporal 9
middletemporal 10
middletemporal 11
middletemporal 12
middletemporal 13
middletemporal 14
middletemporal 15
middletemporal 16
middletemporal 17
middletemporal 18
middletemporal 19
middletemporal 20
bankssts 1
bankssts 2
bankssts 3
bankssts 4
bankssts 5
bankssts 6
bankssts 7
superiortemporal 1
superiortemporal 2
superiortemporal 3
superiortemporal 4
superiortemporal 5
superiortemporal 6
superiortemporal 7
superiortemporal 8
superiortemporal 9
superiortemporal 10
superiortemporal 11
superiortemporal 12
superiortemporal 13
superiortemporal 14
superiortemporal 15
superiortemporal 16
superiortemporal 17
superiortemporal 18
superiortemporal 19
superiortemporal 20
superiortemporal 21
superiortemporal 22
superiortemporal 23
superiortemporal 24
superiortemporal 25
superiortemporal 26
superiortemporal 27
superiortemporal 28
transversetemporal 1
transversetemporal 2
transversetemporal 3
thalamus
caudate
putamen
pallidum
accumbens
subthalamus
hippocampus
amygdala
lateralorbitofrontal 1
lateralorbitofrontal 2
lateralorbitofrontal 3
lateralorbitofrontal 4
lateralorbitofrontal 5
lateralorbitofrontal 6
lateralorbitofrontal 7
lateralorbitofrontal 8
lateralorbitofrontal 9
lateralorbitofrontal 10
lateralorbitofrontal 11
lateralorbitofrontal 12
lateralorbitofrontal 13
lateralorbitofrontal 14
lateralorbitofrontal 15
lateralorbitofrontal 16
lateralorbitofrontal 17
lateralorbitofrontal 18
lateralorbitofrontal 19
lateralorbitofrontal 20
parsorbitalis 1
parsorbitalis 2
parsorbitalis 3
parsorbitalis 4
parsorbitalis 5
parsorbitalis 6
frontalpole 1
frontalpole 2
medialorbitofrontal 1
medialorbitofrontal 2
medialorbitofrontal 3
medialorbitofrontal 4
medialorbitofrontal 5
medialorbitofrontal 6
medialorbitofrontal 7
medialorbitofrontal 8
medialorbitofrontal 9
medialorbitofrontal 10
medialorbitofrontal 11
medialorbitofrontal 12
parstriangularis 1
parstriangularis 2
parstriangularis 3
parstriangularis 4
parstriangularis 5
parstriangularis 6
parstriangularis 7
parsopercularis 1
parsopercularis 2
parsopercularis 3
parsopercularis 4
parsopercularis 5
parsopercularis 6
parsopercularis 7
parsopercularis 8
parsopercularis 9
parsopercularis 10
parsopercularis 11
rostralmiddlefrontal 1
rostralmiddlefrontal 2
rostralmiddlefrontal 3
rostralmiddlefrontal 4
rostralmiddlefrontal 5
rostralmiddlefrontal 6
rostralmiddlefrontal 7
rostralmiddlefrontal 8
rostralmiddlefrontal 9
rostralmiddlefrontal 10
rostralmiddlefrontal 11
rostralmiddlefrontal 12
rostralmiddlefrontal 13
rostralmiddlefrontal 14
rostralmiddlefrontal 15
rostralmiddlefrontal 16
rostralmiddlefrontal 17
rostralmiddlefrontal 18
rostralmiddlefrontal 19
superiorfrontal 1
superiorfrontal 2
superiorfrontal 3
superiorfrontal 4
superiorfrontal 5
superiorfrontal 6
superiorfrontal 7
superiorfrontal 8
superiorfrontal 9
superiorfrontal 10
superiorfrontal 11
superiorfrontal 12
superiorfrontal 13
superiorfrontal 14
superiorfrontal 15
superiorfrontal 16
superiorfrontal 17
superiorfrontal 18
superiorfrontal 19
superiorfrontal 20
superiorfrontal 21
superiorfrontal 22
superiorfrontal 23
superiorfrontal 24
superiorfrontal 25
superiorfrontal 26
superiorfrontal 27
superiorfrontal 28
superiorfrontal 29
superiorfrontal 30
superiorfrontal 31
superiorfrontal 32
superiorfrontal 33
superiorfrontal 34
superiorfrontal 35
superiorfrontal 36
superiorfrontal 37
superiorfrontal 38
superiorfrontal 39
superiorfrontal 40
superiorfrontal 41
superiorfrontal 42
superiorfrontal 43
superiorfrontal 44
superiorfrontal 45
superiorfrontal 46
superiorfrontal 47
superiorfrontal 48
superiorfrontal 49
superiorfrontal 50
caudalmiddlefrontal 1
caudalmiddlefrontal 2
caudalmiddlefrontal 3
caudalmiddlefrontal 4
caudalmiddlefrontal 5
caudalmiddlefrontal 6
caudalmiddlefrontal 7
caudalmiddlefrontal 8
caudalmiddlefrontal 9
caudalmiddlefrontal 10
caudalmiddlefrontal 11
caudalmiddlefrontal 12
caudalmiddlefrontal 13
precentral 1
precentral 2
precentral 3
precentral 4
precentral 5
precentral 6
precentral 7
precentral 8
precentral 9
precentral 10
precentral 11
precentral 12
precentral 13
precentral 14
precentral 15
precentral 16
precentral 17
precentral 18
precentral 19
precentral 20
precentral 21
precentral 22
precentral 23
precentral 24
precentral 25
precentral 26
precentral 27
precentral 28
precentral 29
precentral 30
precentral 31
precentral 32
precentral 33
precentral 34
precentral 35
precentral 36
paracentral 1
paracentral 2
paracentral 3
paracentral 4
paracentral 5
paracentral 6
paracentral 7
paracentral 8
paracentral 9
paracentral 10
paracentral 11
rostralanteriorcingulate 1
rostralanteriorcingulate 2
rostralanteriorcingulate 3
rostralanteriorcingulate 4
caudalanteriorcingulate 1
caudalanteriorcingulate 2
caudalanteriorcingulate 3
caudalanteriorcingulate 4
posteriorcingulate 1
posteriorcingulate 2
posteriorcingulate 3
posteriorcingulate 4
posteriorcingulate 5
posteriorcingulate 6
posteriorcingulate 7
isthmuscingulate 1
isthmuscingulate 2
isthmuscingulate 3
isthmuscingulate 4
isthmuscingulate 5
isthmuscingulate 6
isthmuscingulate 7
isthmuscingulate 8
postcentral 1
postcentral 2
postcentral 3
postcentral 4
postcentral 5
postcentral 6
postcentral 7
postcentral 8
postcentral 9
postcentral 10
postcentral 11
postcentral 12
postcentral 13
postcentral 14
postcentral 15
postcentral 16
postcentral 17
postcentral 18
postcentral 19
postcentral 20
postcentral 21
postcentral 22
postcentral 23
postcentral 24
postcentral 25
postcentral 26
postcentral 27
postcentral 28
postcentral 29
postcentral 30
supramarginal 1
supramarginal 2
supramarginal 3
supramarginal 4
supramarginal 5
supramarginal 6
supramarginal 7
supramarginal 8
supramarginal 9
supramarginal 10
supramarginal 11
supramarginal 12
supramarginal 13
supramarginal 14
supramarginal 15
supramarginal 16
supramarginal 17
supramarginal 18
supramarginal 19
superiorparietal 1
superiorparietal 2
superiorparietal 3
superiorparietal 4
superiorparietal 5
superiorparietal 6
superiorparietal 7
superiorparietal 8
superiorparietal 9
superiorparietal 10
superiorparietal 11
superiorparietal 12
superiorparietal 13
superiorparietal 14
superiorparietal 15
superiorparietal 16
superiorparietal 17
superiorparietal 18
superiorparietal 19
superiorparietal 20
superiorparietal 21
superiorparietal 22
superiorparietal 23
superiorparietal 24
superiorparietal 25
superiorparietal 26
superiorparietal 27
inferiorparietal 1
inferiorparietal 2
inferiorparietal 3
inferiorparietal 4
inferiorparietal 5
inferiorparietal 6
inferiorparietal 7
inferiorparietal 8
inferiorparietal 9
inferiorparietal 10
inferiorparietal 11
inferiorparietal 12
inferiorparietal 13
inferiorparietal 14
inferiorparietal 15
inferiorparietal 16
inferiorparietal 17
inferiorparietal 18
inferiorparietal 19
inferiorparietal 20
inferiorparietal 21
inferiorparietal 22
inferiorparietal 23
inferiorparietal 24
inferiorparietal 25
precuneus 1
precuneus 2
precuneus 3
precuneus 4
precuneus 5
precuneus 6
precuneus 7
precuneus 8
precuneus 9
precuneus 10
precuneus 11
precuneus 12
precuneus 13
precuneus 14
precuneus 15
precuneus 16
precuneus 17
precuneus 18
precuneus 19
precuneus 20
precuneus 21
precuneus 22
precuneus 23
cuneus 1
cuneus 2
cuneus 3
cuneus 4
cuneus 5
cuneus 6
cuneus 7
cuneus 8
pericalcarine 1
pericalcarine 2
pericalcarine 3
pericalcarine 4
pericalcarine 5
pericalcarine 6
pericalcarine 7
pericalcarine 8
pericalcarine 9
lateraloccipital 1
lateraloccipital 2
lateraloccipital 3
lateraloccipital 4
lateraloccipital 5
lateraloccipital 6
lateraloccipital 7
lateraloccipital 8
lateraloccipital 9
lateraloccipital 10
lateraloccipital 11
lateraloccipital 12
lateraloccipital 13
lateraloccipital 14
lateraloccipital 15
lateraloccipital 16
lateraloccipital 17
lateraloccipital 18
lateraloccipital 19
lateraloccipital 20
lateraloccipital 21
lateraloccipital 22
lingual 1
lingual 2
lingual 3
lingual 4
lingual 5
lingual 6
lingual 7
lingual 8
lingual 9
lingual 10
lingual 11
lingual 12
lingual 13
lingual 14
lingual 15
lingual 16
fusiform 1
fusiform 2
fusiform 3
fusiform 4
fusiform 5
fusiform 6
fusiform 7
fusiform 8
fusiform 9
fusiform 10
fusiform 11
fusiform 12
fusiform 13
fusiform 14
fusiform 15
fusiform 16
fusiform 17
fusiform 18
fusiform 19
fusiform 20
fusiform 21
fusiform 22
parahippocampal 1
parahippocampal 2
parahippocampal 3
parahippocampal 4
parahippocampal 5
parahippocampal 6
entorhinal 1
entorhinal 2
entorhinal 3
temporalpole 1
temporalpole 2
temporalpole 3
temporalpole 4
inferiortemporal 1
inferiortemporal 2
inferiortemporal 3
inferiortemporal 4
inferiortemporal 5
inferiortemporal 6
inferiortemporal 7
inferiortemporal 8
inferiortemporal 9
inferiortemporal 10
inferiortemporal 11
inferiortemporal 12
inferiortemporal 13
inferiortemporal 14
inferiortemporal 15
inferiortemporal 16
inferiortemporal 17
middletemporal 1
middletemporal 2
middletemporal 3
middletemporal 4
middletemporal 5
middletemporal 6
middletemporal 7
middletemporal 8
middletemporal 9
middletemporal 10
middletemporal 11
middletemporal 12
middletemporal 13
middletemporal 14
middletemporal 15
middletemporal 16
middletemporal 17
middletemporal 18
middletemporal 19
bankssts 1
bankssts 2
bankssts 3
bankssts 4
bankssts 5
superiortemporal 1
superiortemporal 2
superiortemporal 3
superiortemporal 4
superiortemporal 5
superiortemporal 6
superiortemporal 7
superiortemporal 8
superiortemporal 9
superiortemporal 10
superiortemporal 11
superiortemporal 12
superiortemporal 13
superiortemporal 14
superiortemporal 15
superiortemporal 16
superiortemporal 17
superiortemporal 18
superiortemporal 19
superiortemporal 20
superiortemporal 21
superiortemporal 22
superiortemporal 23
superiortemporal 24
superiortemporal 25
superiortemporal 26
superiortemporal 27
superiortemporal 28
superiortemporal 29
transversetemporal 1
transversetemporal 2
transversetemporal 3
transversetemporal 4
thalamus
caudate
putamen
pallidum
accumbens
subthalamus
hippocampus
amygdala
brainstem
